last_message_length,response_time_gap,initiator,conversation_length,reply_ratio,avg_response_time,message_tone,emoji_count,question_asked,time_of_day,seen_ignored,past_ghosting_history,user_type,reply,ghosted
13,60.67348505752013,them,130,0.16,57.48931003644618,dry,6,0,day,0,0,dry_texter,0,0
1,38.5391721130157,them,178,0.08,20.785671739585293,neutral,8,0,night,1,0,interested,0,1
31,9.134671618628662,me,35,0.45,84.58177801337554,enthusiastic,1,0,day,1,1,ghoster,0,0
27,34.8475814949148,them,30,0.07,54.788014814367315,dry,6,1,night,1,1,dry_texter,0,1
20,30.796657499271852,them,50,0.64,35.7266009171578,dry,5,0,night,1,1,ghoster,0,1
31,58.40941576841813,me,175,0.83,45.4973260426822,neutral,10,1,day,0,0,casual,0,0
47,1.2217214665774376,them,183,0.65,8.351216605211423,neutral,10,0,night,0,1,casual,1,1
10,24.248799589847867,them,20,0.7,44.00636215505994,enthusiastic,9,1,day,0,1,interested,1,0
44,70.005495380043,me,112,0.19,88.47812877527807,enthusiastic,1,1,night,1,0,casual,1,0
6,46.00111923800574,me,68,0.93,33.619273879120506,enthusiastic,3,1,day,1,1,interested,0,0
49,69.54874791443336,me,73,0.49,36.080415065220976,enthusiastic,4,0,night,1,1,casual,1,1
40,29.309475992586965,them,78,0.13,77.19336993190339,dry,6,0,night,1,0,casual,0,1
46,42.424719951428884,them,90,0.26,94.96503159679052,neutral,2,1,night,0,0,interested,0,1
50,68.47154590919244,them,101,0.98,27.529979680838828,dry,4,0,night,1,1,ghoster,0,1
26,60.825862854582674,them,133,0.8,112.86956612573861,dry,6,0,day,1,1,interested,0,1
36,21.389186379273916,them,165,0.45,85.69141303386816,neutral,0,0,night,1,1,dry_texter,0,0
35,33.09325174444398,them,30,0.23,80.31231329379452,dry,2,1,night,0,1,casual,1,1
9,66.25194575220902,them,33,0.29,114.46326663802107,enthusiastic,8,0,night,0,0,dry_texter,0,1
23,22.421032230046713,me,68,0.1,77.72283630155307,enthusiastic,10,0,day,0,1,ghoster,0,1
41,12.198215511728998,me,81,0.52,34.52597200607028,enthusiastic,0,0,day,1,1,interested,1,1
21,27.732677926097644,them,50,0.83,72.5873330424344,enthusiastic,1,1,night,1,1,dry_texter,1,1
49,38.72591700291105,me,43,0.57,6.322181884970011,neutral,4,0,night,1,1,interested,1,1
9,59.142756744843574,them,143,0.45,16.409966032481286,dry,2,0,night,1,1,casual,1,0
38,39.14998949954039,me,135,0.77,61.86344994312149,dry,3,0,day,1,0,ghoster,0,1
31,45.33327421201906,me,14,0.91,119.82911320541317,dry,7,0,day,0,1,casual,0,1
42,28.194319099546334,me,94,0.27,42.459243947977114,enthusiastic,1,0,night,0,0,ghoster,0,1
39,22.194255449769276,me,170,0.56,26.782543886630066,enthusiastic,3,1,day,1,0,ghoster,0,1
4,43.87500812215568,me,62,0.36,102.0524876148428,enthusiastic,5,1,day,0,1,ghoster,0,1
28,5.878414390296224,me,90,0.32,109.32216660719689,neutral,5,0,day,0,1,interested,1,0
44,61.79625454035022,them,17,0.43,68.38992694021604,enthusiastic,10,0,day,0,1,interested,1,0
5,40.494553480829346,me,122,0.63,62.08544718673796,neutral,8,1,night,1,1,interested,0,1
50,37.206731184209815,them,89,0.74,100.99464242631291,neutral,10,0,day,0,0,dry_texter,0,1
14,69.43838673020859,them,115,0.32,18.476267406746,enthusiastic,2,1,night,1,1,interested,0,1
1,0.10340189549171352,them,178,0.65,14.235128948077023,dry,6,0,night,0,1,dry_texter,1,1
23,8.358422884307698,me,101,0.9,54.3682309433337,dry,4,1,night,0,1,ghoster,0,1
32,20.796849019688814,them,63,0.95,114.88920310489003,enthusiastic,8,0,night,1,0,interested,1,1
46,49.73710664902382,them,64,0.27,55.764235225170474,enthusiastic,10,0,day,1,0,interested,1,1
37,34.3247646022256,them,117,0.25,118.10638711960293,neutral,8,0,night,1,1,ghoster,0,1
36,23.31168845096544,them,139,0.36,87.24142298714996,neutral,6,1,night,0,1,dry_texter,0,1
4,12.654158061184914,them,67,0.41,32.53729316985648,dry,3,1,night,1,0,dry_texter,0,0
19,58.91469264414231,them,96,0.04,80.29665338007756,neutral,3,0,night,0,1,dry_texter,0,1
42,8.685071216846211,them,94,0.65,42.442446483354175,enthusiastic,4,0,day,0,0,casual,0,0
40,33.139052249450174,them,185,0.09,62.85647750415826,dry,6,1,night,1,0,ghoster,0,0
38,37.42326128402749,me,113,0.1,31.736955311736764,enthusiastic,6,1,night,1,0,dry_texter,0,1
14,51.50370320980518,them,21,0.39,88.73974996649538,enthusiastic,8,1,night,1,1,dry_texter,0,1
40,29.826691371817294,them,42,0.73,108.71736217749013,neutral,9,0,day,1,0,interested,1,1
32,21.541807148400004,me,161,0.99,64.25141194125625,neutral,5,1,night,1,1,dry_texter,0,1
6,16.354700285952507,them,133,0.24,104.15161743726463,dry,8,0,night,1,0,casual,0,1
46,12.414816964649354,me,95,0.69,7.639545446559028,enthusiastic,2,1,night,1,1,interested,1,0
30,19.439358529041275,me,86,0.1,94.21332767364582,enthusiastic,2,1,day,0,1,interested,1,1
3,9.339211745379654,me,12,0.96,1.3425450918067785,enthusiastic,7,1,day,1,1,casual,0,0
48,27.026029213337456,me,63,0.72,48.37144739963204,dry,6,0,night,0,0,dry_texter,1,1
44,46.067676878522136,me,90,0.85,12.343003433248906,dry,10,0,night,1,0,dry_texter,0,1
25,3.69298694738775,me,185,0.99,40.7223814739977,enthusiastic,7,0,day,1,0,dry_texter,0,0
3,54.99672035279612,me,30,0.99,73.9241179155075,dry,4,1,day,1,1,casual,0,1
27,40.493436524413674,me,57,0.33,114.05269333397962,neutral,3,1,day,0,1,casual,0,1
38,40.35932245141792,me,89,0.72,59.11139908925634,dry,3,0,night,0,1,ghoster,0,1
24,1.8882902218883562,them,81,0.02,50.07254174239571,neutral,5,1,day,1,1,ghoster,0,1
9,11.793958533859279,me,75,0.18,30.994838301744302,dry,0,1,day,0,0,interested,1,0
48,61.03755868770134,them,195,0.24,71.41648876179417,enthusiastic,1,1,day,0,0,ghoster,1,1
44,61.649932041503256,me,70,0.0,92.80425307646826,enthusiastic,4,1,night,0,0,dry_texter,0,1
15,49.77695424458436,me,4,0.03,23.691090013087713,neutral,8,0,day,1,0,dry_texter,0,1
15,24.166842822568434,me,155,0.32,46.29525665098673,enthusiastic,7,1,day,1,1,ghoster,0,1
35,54.260468226588415,them,118,0.58,44.185230088592874,neutral,1,1,day,0,0,ghoster,1,1
25,3.941995987876788,them,49,0.91,86.837194736182,neutral,6,1,day,1,0,ghoster,0,0
10,20.986482732967154,them,182,0.45,55.13108447389611,enthusiastic,2,1,day,0,0,dry_texter,1,0
34,61.498401344286606,me,134,0.72,10.84302721489194,enthusiastic,5,0,day,0,1,interested,1,1
46,20.971313016077147,me,185,0.69,119.84186375193411,neutral,1,0,night,1,0,casual,0,1
44,1.892359358168755,me,148,0.71,108.70160179632518,enthusiastic,10,1,day,1,1,casual,1,1
30,20.040094138171227,them,51,0.86,66.78519203857269,enthusiastic,3,0,night,1,0,interested,1,0
22,40.42028339743399,them,147,0.35,61.543261365729194,dry,5,1,day,0,0,casual,1,1
5,40.143836672400525,them,129,0.83,47.86406136357254,neutral,4,1,night,0,0,dry_texter,0,0
24,2.976464808224965,them,147,0.14,100.76725044539957,neutral,10,0,day,1,0,dry_texter,0,1
7,57.31068390578863,me,193,0.87,43.255306325292985,neutral,2,1,day,0,1,ghoster,0,1
37,59.57309296058257,me,190,0.31,48.873264960675236,neutral,0,0,day,1,1,casual,0,1
46,11.223556650350044,them,82,0.27,87.44981373971623,dry,2,1,day,1,0,dry_texter,0,1
14,34.448803999469376,them,39,0.89,85.63997196191912,dry,1,0,day,1,1,casual,0,1
16,52.31566928104132,me,192,0.99,20.460405967952468,neutral,2,1,night,1,1,ghoster,0,1
25,20.913966508882698,me,130,0.41,112.4397173257413,dry,0,1,day,1,0,interested,1,0
19,37.70721947803189,me,96,0.39,77.18019751742496,dry,1,0,night,1,0,interested,0,1
50,52.06298324796964,them,44,0.7,82.83791145306066,enthusiastic,4,0,day,1,0,interested,0,1
9,5.283686252293973,them,11,0.67,33.66516428084593,dry,1,0,night,1,0,casual,1,0
3,27.866698130208608,me,198,0.43,116.03326069841573,neutral,10,0,night,0,1,casual,1,1
8,19.140110878610145,me,118,0.47,82.55063364337168,dry,5,0,night,0,0,dry_texter,1,1
47,33.9035445818081,me,66,0.21,45.00440264749588,dry,4,0,day,1,0,ghoster,0,1
32,13.447794528211979,them,90,0.22,102.07364959383825,dry,7,0,night,0,0,casual,1,1
20,23.103423972318144,me,77,0.93,66.3064396276302,neutral,0,1,day,1,0,casual,0,1
48,47.15194091307558,me,20,0.83,71.30293582371657,dry,4,0,day,0,0,ghoster,0,1
45,60.862009473567305,me,133,0.52,103.05681458813655,neutral,1,1,night,0,1,dry_texter,0,1
26,30.6988393274182,me,123,0.24,112.48457745067793,neutral,10,1,night,1,0,interested,1,1
47,9.768269794556492,them,38,0.82,23.494061874511686,enthusiastic,6,1,night,1,0,ghoster,0,0
45,64.13526005821059,them,14,0.5,95.29335380008291,enthusiastic,5,0,day,0,0,dry_texter,0,1
28,27.744808718864313,them,165,0.16,10.79909280016856,dry,9,1,day,0,1,ghoster,1,1
38,30.475437878546927,me,23,0.85,3.3682274669896146,neutral,0,0,day,0,1,ghoster,0,1
27,16.453907072059753,me,56,0.82,71.86775001237068,neutral,0,1,night,1,1,ghoster,1,1
2,46.69959249092709,them,13,0.68,7.347350003268205,dry,0,1,day,1,0,interested,0,0
19,22.437315595141975,me,150,0.57,35.26277659986563,dry,2,1,day,1,0,ghoster,1,1
38,43.92146979082011,me,113,0.4,70.17006105929937,enthusiastic,8,0,night,0,1,ghoster,0,1
6,32.39414465320278,them,145,0.83,83.76894042741877,dry,7,1,night,1,1,interested,0,0
32,24.407329903553308,me,189,0.87,40.55612579289419,neutral,5,0,day,1,0,casual,0,1
4,15.329418052464998,them,75,0.56,53.610360422645726,neutral,6,1,night,0,1,interested,1,1
32,20.480732310858702,me,128,0.0,13.453783499619767,dry,7,0,day,0,1,interested,0,1
1,36.20001938164427,me,66,0.91,97.71629097643347,neutral,0,0,night,1,1,dry_texter,0,0
26,18.772629249803423,them,154,0.05,27.582820864805054,enthusiastic,4,1,day,1,0,casual,1,0
9,31.069973822944952,me,88,0.27,78.13357414455311,dry,2,1,day,0,1,ghoster,0,1
34,42.318137160156596,them,139,0.51,48.684373069434464,neutral,9,0,day,1,1,dry_texter,0,1
15,38.958880641837375,them,106,0.08,77.04089813786514,neutral,4,0,day,1,0,ghoster,0,1
33,23.708753820968255,them,58,0.78,56.67351124241334,neutral,7,1,day,0,0,dry_texter,0,0
38,11.94768582466395,them,138,0.94,41.68518319495997,dry,4,1,day,1,0,casual,1,0
34,67.0593166039461,them,12,0.09,45.99323413897876,neutral,5,1,day,1,0,dry_texter,0,1
36,58.89500480692397,them,180,0.64,5.939131198275637,enthusiastic,4,1,night,0,0,ghoster,1,1
25,43.39247153993925,me,134,0.12,31.641291834498926,enthusiastic,8,1,day,0,1,dry_texter,0,1
5,24.807839510748916,me,6,0.48,56.48917718344524,enthusiastic,1,0,night,1,1,interested,1,1
15,65.66599879578199,me,71,0.81,9.382281462419604,enthusiastic,8,0,night,1,1,interested,0,1
20,46.843514706079915,them,38,0.88,3.812577817476444,neutral,3,0,day,0,1,interested,0,0
29,62.435774445324085,them,1,0.03,39.18117230849803,enthusiastic,5,1,night,0,0,ghoster,0,1
12,69.99102397434933,them,72,0.08,43.39831446091252,dry,6,0,day,1,1,ghoster,0,1
45,11.251036384502385,them,168,0.24,36.90633589726368,neutral,1,1,day,1,1,ghoster,0,1
26,2.1227539014954564,them,172,0.25,11.230643249008756,neutral,4,0,day,0,0,dry_texter,0,1
22,66.75966128138252,them,33,0.45,30.679339673211206,enthusiastic,7,1,night,1,1,dry_texter,1,1
8,20.384641176518965,me,50,0.45,79.38430472083922,dry,2,0,night,1,1,dry_texter,1,1
25,12.869675760774474,them,195,0.25,81.2309442771075,neutral,0,0,night,0,1,dry_texter,0,1
11,13.046612094196824,me,149,0.26,5.001544546123752,neutral,4,1,night,1,0,interested,1,0
45,62.91348191858094,me,115,0.06,103.05743109106724,enthusiastic,8,1,day,1,0,dry_texter,0,1
50,19.18897295131632,me,34,0.82,74.76512814321319,enthusiastic,7,0,night,1,1,casual,0,1
17,59.049389302053996,me,78,0.7,62.35184274981758,neutral,10,0,night,1,0,dry_texter,0,1
30,7.459170758897007,them,115,0.55,24.029928655703483,enthusiastic,1,1,night,0,1,casual,1,0
6,16.887377719788148,them,51,0.06,3.386249900945296,enthusiastic,3,0,day,1,1,ghoster,0,1
44,47.59211382711079,them,123,0.88,47.801115389934424,enthusiastic,1,0,day,1,1,casual,1,1
36,30.499763188340808,me,176,0.46,47.698326686101076,neutral,1,1,night,1,0,dry_texter,0,1
10,43.031192333984265,me,7,0.79,23.503851278017333,dry,3,1,day,1,1,dry_texter,0,1
7,69.41308185990906,them,81,0.52,23.097172014727107,dry,1,0,night,0,1,interested,0,0
30,33.995061986352916,them,171,0.61,99.37821865520921,dry,3,0,night,1,1,casual,0,1
21,71.11579961020077,me,93,0.24,83.62945115024381,enthusiastic,2,0,day,0,0,dry_texter,0,1
39,4.9687247651878215,them,147,0.76,91.03246479802901,neutral,0,0,day,1,0,dry_texter,0,1
12,2.960117018387539,them,56,0.33,45.1366035581673,dry,6,1,day,1,1,casual,1,1
47,22.278802995670613,me,8,0.66,111.77248245180387,dry,2,1,night,0,0,interested,1,0
38,21.205957610690206,me,194,0.08,74.09043241822295,dry,4,1,night,0,1,interested,1,1
37,41.689904489562245,me,129,0.48,105.10743352116155,dry,2,0,day,0,0,interested,1,0
44,70.30742921280657,them,77,0.49,51.671578246030506,neutral,8,0,night,0,0,interested,1,0
21,49.11501877585464,them,108,0.52,10.430110623379354,enthusiastic,3,0,night,0,0,ghoster,1,1
48,63.52997505483084,me,89,0.27,40.55241600211359,enthusiastic,10,0,day,1,0,ghoster,0,0
39,62.22844222772965,me,98,0.29,59.32249150849597,neutral,5,0,day,1,1,casual,0,1
5,30.279279376297364,me,28,0.76,41.49899295246405,enthusiastic,3,1,day,1,1,casual,0,1
18,64.42988326965835,them,54,0.13,1.354925902038884,enthusiastic,6,0,day,1,0,dry_texter,0,1
15,12.89281911548877,them,111,0.75,111.32091170313548,enthusiastic,8,0,night,1,0,dry_texter,1,1
7,49.18713180069319,me,42,0.72,4.759155752984984,neutral,10,1,night,0,0,casual,1,1
42,55.87950624301692,me,178,0.4,92.53114005658696,neutral,7,0,night,0,0,dry_texter,0,0
3,18.80359448524454,me,156,0.26,71.19989209374184,dry,8,0,night,1,1,casual,0,1
2,15.433463100776457,them,53,0.75,19.25511829672305,neutral,8,1,night,1,0,interested,1,0
13,18.456835435360155,me,186,0.59,83.27200954262779,dry,4,0,night,0,0,interested,1,0
3,0.16957249253012208,them,132,0.82,37.22600479908693,enthusiastic,1,0,day,1,0,interested,1,0
21,63.65425153023358,them,38,0.32,43.9760440314728,dry,4,1,day,0,1,interested,1,0
8,23.999535161902948,them,28,0.5,52.32704690129438,dry,1,1,day,0,1,interested,1,0
44,29.615488965530275,me,34,0.12,98.318816935707,neutral,9,1,day,0,0,interested,1,0
8,30.223152881432124,them,87,0.98,75.45180514042681,neutral,10,1,day,0,0,casual,1,1
26,64.14685955815288,me,130,0.02,58.913283656514025,enthusiastic,9,0,night,0,0,dry_texter,0,1
47,69.84873708682908,me,135,0.64,52.88318975019937,dry,6,0,night,1,1,casual,0,1
8,68.6466041477738,them,150,0.08,114.93974558767509,neutral,7,0,night,1,1,interested,0,1
11,44.834690321539725,them,64,0.63,17.72675019792928,dry,7,0,day,1,0,dry_texter,0,1
35,4.299873230957457,me,6,0.89,74.4489813972441,enthusiastic,7,0,night,1,0,casual,1,1
32,37.1299716104017,me,63,0.11,44.18480871690684,neutral,2,1,day,0,0,interested,0,0
8,8.144732171201959,me,73,0.42,100.10772834408455,dry,1,1,day,1,1,interested,0,1
48,9.585920990948637,them,122,0.02,79.61065613552496,neutral,0,1,night,1,1,ghoster,0,1
50,22.011851412099904,me,55,0.35,102.63173175820884,enthusiastic,6,1,night,1,0,ghoster,0,1
3,31.88827234617726,me,158,0.86,60.393214101993905,dry,10,1,day,0,0,interested,1,0
1,52.719980271911055,me,33,0.96,44.95127405151976,enthusiastic,3,0,day,0,0,dry_texter,1,1
28,70.90844039053066,them,79,0.68,109.4347178670784,neutral,9,1,day,1,0,interested,0,1
5,57.0101016157558,me,95,0.49,108.41147039819288,dry,3,0,day,1,0,dry_texter,0,1
26,21.70257611108113,me,104,0.87,87.1443664656777,neutral,5,1,night,0,1,interested,1,0
2,37.379495860964454,me,92,0.65,55.68304425196047,dry,1,1,night,1,1,interested,1,0
39,18.39520213185943,them,79,0.94,53.5456715917916,dry,6,1,night,0,1,dry_texter,1,1
8,38.77675662733492,me,105,0.07,21.08672411024114,neutral,7,0,night,1,1,dry_texter,0,1
45,9.030758211929406,me,178,0.99,77.42402870541184,enthusiastic,1,0,night,1,1,dry_texter,0,1
41,55.258605591674595,them,88,0.66,72.06350735840117,enthusiastic,0,1,day,1,1,interested,0,1
2,71.3529170857294,me,125,0.2,93.37055690172794,neutral,1,0,night,0,1,casual,1,1
29,49.72697342304008,them,14,0.37,41.68964522172594,enthusiastic,10,0,night,0,1,ghoster,0,1
42,29.055917130250144,me,195,0.88,33.089701084100696,neutral,4,0,day,0,0,casual,0,1
37,29.218852602104356,them,42,0.38,19.60977715979817,dry,10,0,night,1,1,interested,0,1
3,3.956087479722459,me,42,0.97,88.4366552247176,neutral,6,0,day,0,1,interested,1,0
41,8.173037234380237,them,139,0.52,33.43112342554027,neutral,2,0,night,1,1,interested,1,0
44,12.286020415943032,them,126,0.4,5.056840288636305,dry,6,0,day,0,0,dry_texter,1,0
25,34.03990902377165,me,148,0.41,41.14150780616912,neutral,5,0,day,1,0,dry_texter,0,1
19,15.623164278747277,me,117,0.46,20.75036069054548,enthusiastic,7,1,night,0,1,ghoster,0,1
32,55.710209937508424,them,171,0.87,54.57595342915406,dry,8,0,day,0,0,casual,1,1
14,38.133412003677584,them,43,0.15,56.38941001714627,neutral,0,1,night,0,1,casual,0,1
36,18.024943154326436,me,72,0.84,111.22581615494505,enthusiastic,2,1,day,1,1,dry_texter,1,1
38,41.09798158523188,me,34,0.12,106.17821242244784,enthusiastic,6,0,night,0,1,ghoster,0,1
28,47.663713444506385,them,68,0.29,70.8530854809245,dry,4,0,night,1,0,casual,0,1
1,14.802104824333222,them,200,0.83,21.03684868128571,neutral,2,1,night,1,1,ghoster,1,1
6,6.121991113801809,me,104,0.32,47.757324882699585,dry,2,0,night,1,0,interested,1,1
39,51.22249272717758,them,46,0.8,70.22467143970883,neutral,9,1,day,0,0,casual,0,1
22,56.92630873618349,them,100,0.09,49.220514711362455,enthusiastic,7,0,day,1,1,casual,0,1
43,20.349653746417744,me,188,0.81,24.14634084818225,enthusiastic,3,1,day,1,0,ghoster,1,1
2,34.65572758314442,them,107,0.34,7.051306538314065,dry,2,0,night,1,0,casual,1,1
1,44.553014242559414,me,61,0.89,54.85986645821552,dry,4,0,day,0,1,dry_texter,0,1
12,45.42188312381055,them,186,0.7,75.03009566754295,enthusiastic,5,1,day,1,1,casual,0,1
47,41.33576928671484,me,37,0.75,4.543708054769925,neutral,2,0,night,0,1,interested,0,1
2,43.18552022029985,me,68,0.02,25.734846409438724,neutral,2,1,day,1,1,dry_texter,0,1
25,35.17386901933694,me,177,0.7,85.02128492027965,dry,2,0,day,1,1,casual,0,1
38,13.506973623981445,me,146,0.93,53.66818164422128,neutral,1,0,night,1,0,ghoster,1,1
38,56.39521765261342,me,58,0.2,51.60264657963327,enthusiastic,0,1,night,1,0,ghoster,0,1
44,6.732132471104056,me,55,0.91,17.01831806707562,dry,7,0,day,0,0,dry_texter,0,1
27,67.48283451532185,them,149,0.7,103.06896447034025,neutral,1,1,night,1,1,dry_texter,0,0
39,27.294656216126253,them,150,0.44,8.311605178834068,dry,2,0,night,1,1,dry_texter,0,1
48,19.362616465921377,them,40,0.3,13.326866353571637,neutral,2,1,day,0,1,ghoster,0,1
10,7.111090703047104,me,175,0.3,116.08045706033192,dry,9,1,day,0,0,casual,1,1
43,12.719291884797347,them,139,0.24,67.58270547467787,dry,8,0,day,0,1,interested,1,1
14,22.88355570147609,them,188,0.2,80.97728422557577,neutral,3,0,night,0,0,ghoster,0,1
41,6.1282208749152876,them,67,0.87,26.13006131298737,enthusiastic,10,0,night,1,0,ghoster,0,1
10,2.3476106275640847,me,146,0.95,71.43224116696496,enthusiastic,4,1,day,0,1,dry_texter,1,0
7,54.469993059498165,me,110,0.74,44.92852607391982,neutral,9,0,day,1,1,casual,0,1
28,7.990491514219623,me,107,0.47,35.60365422066781,neutral,1,1,day,1,0,dry_texter,1,1
43,57.116503551543154,me,98,0.47,16.119389901165157,enthusiastic,4,1,day,1,1,casual,0,1
50,42.826524658393474,me,170,0.69,74.99339450585832,neutral,2,1,night,0,0,dry_texter,1,1
49,70.39694672533425,them,114,0.55,106.35437506663851,neutral,5,1,night,1,1,interested,0,0
24,24.80545265798974,me,116,0.97,39.818270728823045,dry,4,1,day,1,0,dry_texter,0,1
4,16.322000171366415,them,33,0.85,57.73522318169233,neutral,5,1,night,0,1,interested,1,0
23,28.24682925758309,them,174,0.73,26.950119485146377,neutral,10,1,day,0,0,interested,0,1
33,15.565413537404684,them,52,0.93,64.75799855749551,enthusiastic,10,1,day,1,1,ghoster,1,1
43,41.441490848795624,me,86,0.71,84.01984910370281,neutral,3,1,night,0,1,ghoster,0,1
28,26.705835625584672,me,164,0.34,91.12864779388701,neutral,3,1,night,0,1,dry_texter,0,1
16,56.28927548045273,me,156,0.57,55.94438239009285,dry,8,1,night,1,0,ghoster,0,1
15,6.130834210520157,me,68,0.16,9.476108084548596,neutral,4,0,night,1,1,casual,1,1
17,2.375577436872649,me,200,0.37,89.60689498259435,enthusiastic,7,1,day,0,1,dry_texter,0,1
15,3.59943328395683,them,169,0.88,68.87029050007129,enthusiastic,7,1,day,0,0,ghoster,0,1
40,61.25977918782886,me,125,0.17,96.19981076558815,dry,4,1,day,1,0,dry_texter,0,1
37,10.911257997299685,me,151,0.14,38.80743744579592,enthusiastic,3,0,day,0,1,interested,1,0
44,59.68573103026063,them,46,0.62,7.522874126486023,neutral,5,1,day,0,1,casual,0,1
23,34.5664186668529,them,81,0.38,65.75809743032312,neutral,2,1,day,0,0,casual,0,0
47,62.38882295664562,them,17,0.57,6.003113691911146,enthusiastic,4,0,day,0,1,interested,1,1
50,56.87040741992594,them,149,0.04,44.57069963976699,enthusiastic,9,0,night,0,1,ghoster,0,1
44,46.90140790364163,me,195,0.7,110.07106126850039,neutral,1,0,day,0,0,ghoster,0,0
15,4.826059267089358,them,119,0.99,80.23070290686358,dry,10,0,day,0,0,casual,0,0
44,34.53535879781897,me,198,0.68,95.93203395588274,enthusiastic,5,1,night,0,1,ghoster,1,1
44,13.626349934227253,them,200,0.45,22.99318548501338,neutral,3,1,day,1,0,casual,1,0
15,5.062925116655758,them,160,0.08,39.17243717754148,enthusiastic,0,0,day,1,1,casual,1,1
37,68.45533345654447,me,7,0.38,86.43291993602183,dry,3,0,day,1,1,dry_texter,0,0
12,49.842228037091076,them,101,0.52,69.40472577373528,dry,3,1,night,1,0,interested,1,1
45,66.577875215221,them,174,0.31,93.0812303772028,enthusiastic,4,1,day,0,1,dry_texter,1,1
30,1.002383337115516,me,174,0.13,13.21875545372344,enthusiastic,7,1,night,0,0,dry_texter,0,0
34,17.35937077805623,me,7,0.96,25.847606576514366,dry,4,0,day,0,1,casual,1,1
39,32.67952993815568,them,115,0.33,43.506642574593776,dry,2,1,day,1,0,interested,0,1
48,15.231944851317015,me,47,0.16,13.313552540303878,neutral,6,1,day,0,0,ghoster,1,1
24,41.55146396249531,them,144,0.18,75.08501787996748,neutral,6,1,night,0,0,casual,0,1
47,40.81106988999304,them,20,0.75,60.316465738215065,dry,7,1,day,1,0,dry_texter,0,0
28,65.50174962315579,them,112,0.42,43.614138058869216,enthusiastic,5,1,night,0,1,interested,1,0
30,43.133514438108676,them,72,0.86,8.927835910266747,neutral,9,0,night,0,1,ghoster,0,1
25,68.93477615673555,them,159,0.36,101.92126728451417,enthusiastic,0,1,night,1,0,ghoster,0,1
24,2.279711213364208,them,27,0.42,91.80003844423315,neutral,0,0,day,0,0,dry_texter,1,1
1,12.568191243866465,them,68,0.7,46.48831428966379,dry,7,1,day,1,0,dry_texter,1,1
21,48.26673590409195,me,173,0.6,40.12792996183055,neutral,8,0,night,0,0,dry_texter,0,1
39,49.1406701521393,me,111,0.59,27.51805082212818,neutral,10,1,day,0,1,dry_texter,1,0
36,6.466659752658371,them,194,0.58,30.681933158423252,dry,1,0,night,1,0,casual,1,1
4,22.644636334482275,me,73,0.67,90.41094204295436,enthusiastic,6,0,night,1,0,interested,1,0
14,18.84420646427365,them,92,0.6,33.43368176367541,dry,0,1,day,0,1,interested,1,1
21,19.54320443466098,me,120,0.55,21.714133535380313,neutral,0,1,night,0,1,interested,1,0
49,33.54302464916971,me,114,0.83,69.93204716922038,neutral,10,0,night,0,1,dry_texter,1,1
35,18.903907543040216,me,98,0.85,38.266964103382676,neutral,9,1,day,1,1,interested,1,0
27,43.131596717193204,me,96,0.39,81.06560209315435,neutral,9,0,night,0,0,ghoster,0,1
5,47.377553596350815,me,160,0.76,31.799885000939064,enthusiastic,6,0,night,1,0,dry_texter,0,0
43,30.464744675394485,me,123,0.36,104.12380623756293,enthusiastic,4,0,day,1,1,interested,1,1
46,49.01528839985469,me,185,0.23,95.76825912533003,enthusiastic,5,0,day,0,0,dry_texter,1,1
43,33.50243579772958,me,38,0.49,58.73405849079582,enthusiastic,6,0,day,1,0,interested,1,0
33,67.55288572761022,me,14,0.31,62.76804903116146,enthusiastic,3,1,day,1,0,ghoster,0,1
3,57.68746999610665,me,172,0.87,119.00378381488258,enthusiastic,0,0,day,1,0,casual,0,1
50,47.0504381932341,me,161,0.79,29.38845053193342,neutral,10,1,day,1,0,casual,0,0
31,41.3260711154401,them,182,0.81,11.814844461260783,dry,3,0,night,0,0,ghoster,0,1
22,61.68021270058265,them,158,0.42,44.794073886539195,neutral,6,0,day,0,1,ghoster,1,1
7,59.28816128936231,them,3,0.46,93.22987237657843,neutral,6,1,night,0,1,casual,0,1
47,23.954065763619276,me,27,0.24,31.49811670897807,enthusiastic,6,1,day,0,0,dry_texter,1,0
43,65.62421145995076,them,189,0.59,17.755180715503496,neutral,7,0,day,1,1,dry_texter,0,1
24,29.658659880065496,them,151,0.0,32.282698257146464,neutral,5,0,night,1,1,dry_texter,0,1
19,53.225476376045464,me,82,0.13,106.59831046970615,enthusiastic,8,1,night,1,1,interested,0,1
6,34.247469804042964,them,40,0.08,112.75683058737455,dry,3,1,night,1,1,casual,0,1
48,55.95813703348576,them,189,0.12,44.08386739277649,dry,2,1,day,0,1,interested,0,1
7,13.394729351505472,them,36,0.18,116.98415617592045,neutral,2,0,night,1,0,ghoster,0,1
28,17.0069787174913,me,153,0.92,72.89160169875974,enthusiastic,10,1,night,0,0,dry_texter,1,0
13,69.67171685465777,them,94,0.36,111.53310380118081,dry,6,0,day,0,1,dry_texter,0,1
33,40.60234971955278,me,136,0.12,12.865588538959342,enthusiastic,9,1,day,0,1,casual,0,1
13,47.3776586213187,them,87,0.19,37.735218042586105,dry,4,1,day,1,0,interested,1,1
14,13.337561823091828,me,71,0.78,99.52665709384483,dry,0,0,night,0,0,ghoster,1,0
34,47.184023986288196,them,196,0.96,37.38797993424963,neutral,8,0,day,1,0,casual,0,0
